setting,qs,seed,dim,scope,group,n_kernels,rho_ktaA_svc,rho_rank_svc,rho_ktaA_gpc,rho_rank_gpc
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,6,quantum,toniot_scanning_m2_centroid,4,0.39999999999999997,0.0,0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,8,all,toniot_scanning_m2_centroid,11,0.707167999902838,0.8560454735665932,0.8157461622278492,0.9632256943820368
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,8,classical,toniot_scanning_m2_centroid,7,0.8669214468630109,0.9063269671749657,0.8794653965640158,0.9543135154205278
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,8,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,0.39999999999999997,0.7999999999999999,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,10,all,toniot_scanning_m2_centroid,11,0.9118745261905016,0.9025696840865168,0.8883849927775,0.9703897613415771
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,10,classical,toniot_scanning_m2_centroid,7,0.8669214468630109,0.9063269671749657,0.7748062179181807,0.8829187134416479
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,10,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.39999999999999997,0.7999999999999999,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,12,all,toniot_scanning_m2_centroid,11,0.9425910042369909,0.9333949944395569,0.8165481258020508,0.9816926905710049
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,12,classical,toniot_scanning_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9265616458263766,0.9636241116594316
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,12,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,-0.19999999999999998,-0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,4,all,toniot_scanning_m2_centroid,11,0.9047263650205452,0.8907357511284747,0.7218867690985736,0.7126907593011395
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,4,classical,toniot_scanning_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9543135154205278,0.9543135154205278
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,4,quantum,toniot_scanning_m2_centroid,4,1.0,0.7999999999999999,0.7999999999999999,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,6,all,toniot_scanning_m2_centroid,11,0.7853022378314498,0.8747670497362986,0.8076976624537817,0.9510759457296009
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,6,classical,toniot_scanning_m2_centroid,7,0.6123724356957945,0.6123724356957945,0.7905694150420949,0.7905694150420949
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,6,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.6000000000000001,0.7999999999999999,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,8,all,toniot_scanning_m2_centroid,11,0.814173684098662,0.8839599998785472,0.7890240316738918,0.9312318513360466
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,8,classical,toniot_scanning_m2_centroid,7,0.8669214468630109,0.9063269671749657,0.6975119433036349,0.8260009854911465
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,8,quantum,toniot_scanning_m2_centroid,4,0.6000000000000001,1.0,0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,10,all,toniot_scanning_m2_centroid,11,0.9770084209183945,0.9397890525024557,0.9339431975353206,0.9703897613415771
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,10,classical,toniot_scanning_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8829187134416479,0.8829187134416479
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,10,quantum,toniot_scanning_m2_centroid,4,1.0,0.39999999999999997,0.39999999999999997,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,12,all,toniot_scanning_m2_centroid,11,0.9425910042369909,0.9333949944395569,0.9174698042719671,0.9633432944855654
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,12,classical,toniot_scanning_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9265616458263766,0.9636241116594316
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,12,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,-0.19999999999999998,0.6000000000000001,0.39999999999999997
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,all,toniot_scanning_m2_centroid,11,0.8953992890924982,0.8907357511284747,0.9636363636363637,0.9454545454545454
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,classical,toniot_scanning_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9642857142857145,0.9642857142857145
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,4,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.7999999999999999,1.0,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,all,toniot_scanning_m2_centroid,11,0.758392843557813,0.8674427949190671,0.6699486314868991,0.735082526214792
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,classical,toniot_scanning_m2_centroid,7,0.6123724356957945,0.6123724356957945,-0.07881104062391008,-0.07881104062391008
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,6,quantum,toniot_scanning_m2_centroid,4,-0.7999999999999999,0.6000000000000001,-0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,all,toniot_scanning_m2_centroid,11,0.9358192003574065,0.9174698042719671,0.9025696840865168,0.9583987367104251
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,classical,toniot_scanning_m2_centroid,7,0.8524367141602663,0.9265616458263766,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,8,quantum,toniot_scanning_m2_centroid,4,0.39999999999999997,-0.39999999999999997,-0.6000000000000001,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,all,toniot_scanning_m2_centroid,11,0.8519384289712437,0.9111640951564104,0.8899457101438083,0.8899457101438083
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,classical,toniot_scanning_m2_centroid,7,0.8468812149338255,0.900937462695559,0.8153742483272114,0.7412493166611013
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,10,quantum,toniot_scanning_m2_centroid,4,-0.39999999999999997,0.0,-0.39999999999999997,0.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,all,toniot_scanning_m2_centroid,11,0.9269503029037629,0.8812877264060406,0.870161710874372,0.9339431975353206
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,classical,toniot_scanning_m2_centroid,7,0.9549937104572925,0.9549937104572925,0.7748062179181807,0.7748062179181807
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,12,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,-0.39999999999999997,-0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,all,toniot_scanning_m2_centroid,11,0.8746551577745626,0.8746551577745626,0.9090909090909091,0.8636363636363636
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,classical,toniot_scanning_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.8928571428571429,0.8928571428571429
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,4,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,all,toniot_scanning_m2_centroid,11,0.758392843557813,0.8674427949190671,0.6699486314868991,0.735082526214792
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,classical,toniot_scanning_m2_centroid,7,0.6123724356957945,0.6123724356957945,-0.07881104062391008,-0.07881104062391008
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,6,quantum,toniot_scanning_m2_centroid,4,-0.7999999999999999,0.6000000000000001,-0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,all,toniot_scanning_m2_centroid,11,0.9541685964428459,0.9449938984001262,0.8002164209426849,0.8281309472546391
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,classical,toniot_scanning_m2_centroid,7,0.8894991799933215,0.9636241116594316,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,8,quantum,toniot_scanning_m2_centroid,4,0.6000000000000001,0.0,0.0,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,all,toniot_scanning_m2_centroid,11,0.8807710121010885,0.9174698042719671,0.8932648419825322,0.9583987367104251
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,classical,toniot_scanning_m2_centroid,7,0.9265616458263766,0.9265616458263766,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,10,quantum,toniot_scanning_m2_centroid,4,-0.39999999999999997,0.0,-0.7999999999999999,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,all,toniot_scanning_m2_centroid,11,0.9090909090909091,0.8727272727272729,0.862421616015649,0.926644502314687
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,classical,toniot_scanning_m2_centroid,7,0.9642857142857145,0.9642857142857145,0.7412493166611013,0.7412493166611013
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,12,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,-0.39999999999999997,-0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,all,toniot_scanning_m2_centroid,11,0.8653503156705781,0.8746551577745626,0.9541685964428459,0.9449938984001262
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,classical,toniot_scanning_m2_centroid,7,0.9063269671749657,0.9063269671749657,0.9636241116594316,0.9636241116594316
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,4,quantum,toniot_scanning_m2_centroid,4,0.6000000000000001,0.7999999999999999,0.7999999999999999,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,all,toniot_scanning_m2_centroid,11,0.7683064754997451,0.8674427949190671,0.7536922104227614,0.8281309472546391
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,classical,toniot_scanning_m2_centroid,7,0.6123724356957945,0.6123724356957945,0.3152441624956403,0.3152441624956403
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,6,quantum,toniot_scanning_m2_centroid,4,-0.6000000000000001,0.6000000000000001,-0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,all,toniot_scanning_m2_centroid,11,0.9358192003574065,0.862421616015649,0.735082526214792,0.8281309472546391
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,classical,toniot_scanning_m2_centroid,7,0.8524367141602663,0.9265616458263766,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,8,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,-0.7999999999999999,-0.6000000000000001,0.6000000000000001
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,all,toniot_scanning_m2_centroid,11,0.9174698042719671,0.8532469179729295,0.8807710121010885,0.926644502314687
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,classical,toniot_scanning_m2_centroid,7,0.7041868508280462,0.7783117824941563,0.8153742483272114,0.7412493166611013
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,10,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,-1.0,-0.6000000000000001,0.7999999999999999
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,all,toniot_scanning_m2_centroid,11,0.9111640951564104,0.9202757361079746,0.7909115788387002,0.9770084209183945
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,classical,toniot_scanning_m2_centroid,7,0.900937462695559,0.9369749612033814,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,12,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,-0.39999999999999997,-0.7999999999999999,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,4,all,toniot_scanning_m2_centroid,11,0.9012089601485377,0.9058069650472548,0.8736209307562355,0.8874149454523866
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,4,classical,toniot_scanning_m2_centroid,7,0.8288624656799143,0.8829187134416479,0.8981774262781438,0.9543135154205278
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,4,quantum,toniot_scanning_m2_centroid,4,0.9486832980505139,0.7378647873726218,0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,6,all,toniot_scanning_m2_centroid,11,0.7703691759507744,0.8643166364325761,0.786258837680612,0.8598269160600844
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,6,classical,toniot_scanning_m2_centroid,7,0.9258200997725515,0.9258200997725515,0.7412493166611013,0.7412493166611013
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,6,quantum,toniot_scanning_m2_centroid,4,-0.19999999999999998,0.6000000000000001,-0.7999999999999999,0.39999999999999997
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,8,all,toniot_scanning_m2_centroid,11,0.8356251499083184,0.9589141064521686,0.8695857085798969,0.9656978132124119
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,8,classical,toniot_scanning_m2_centroid,7,0.9642857142857145,0.9642857142857145,0.981980506061966,0.981980506061966
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,8,quantum,toniot_scanning_m2_centroid,4,-0.8944271909999159,0.8944271909999159,-0.7378647873726218,0.7378647873726218
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,10,all,toniot_scanning_m2_centroid,11,0.8675889534567239,0.9726128794014852,0.8082276040096849,0.9315165605535353
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,10,classical,toniot_scanning_m2_centroid,7,0.9274260335029679,0.9274260335029679,0.8468812149338255,0.8468812149338255
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,10,quantum,toniot_scanning_m2_centroid,4,-0.6000000000000001,0.7999999999999999,-0.7378647873726218,0.9486832980505139
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,12,all,toniot_scanning_m2_centroid,11,0.9422008026075416,0.6915661063474073,0.7636363636363637,0.9727272727272729
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,12,classical,toniot_scanning_m2_centroid,7,0.8486684247915056,0.9258200997725515,0.8928571428571429,0.9285714285714288
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,12,quantum,toniot_scanning_m2_centroid,4,0.9486832980505139,-0.9486832980505139,-0.39999999999999997,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,4,all,toniot_scanning_m2_centroid,11,0.9075630385563792,0.9168238858885871,0.9132515299544463,0.9223840452539908
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,4,classical,toniot_scanning_m2_centroid,7,0.9265616458263766,0.9265616458263766,0.981980506061966,0.981980506061966
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,4,quantum,toniot_scanning_m2_centroid,4,0.632455532033676,0.7378647873726218,0.39999999999999997,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,6,all,toniot_scanning_m2_centroid,11,0.7609744299025941,0.8737113824807563,0.7981987297166115,0.8532469179729295
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,6,classical,toniot_scanning_m2_centroid,7,0.9258200997725515,0.9258200997725515,0.7412493166611013,0.7412493166611013
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,6,quantum,toniot_scanning_m2_centroid,4,-0.39999999999999997,0.7999999999999999,-0.6000000000000001,0.19999999999999998
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,8,all,toniot_scanning_m2_centroid,11,0.8401914075580906,0.9589141064521686,0.8610500699228079,0.9430548384868849
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,8,classical,toniot_scanning_m2_centroid,7,0.9549937104572925,0.9549937104572925,0.8829187134416479,0.8829187134416479
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,8,quantum,toniot_scanning_m2_centroid,4,-0.9486832980505139,0.9486832980505139,-0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,10,all,toniot_scanning_m2_centroid,11,0.8337151470681156,0.9339431975353206,0.83489752188749,0.9358192003574065
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,10,classical,toniot_scanning_m2_centroid,7,0.9549937104572925,0.9549937104572925,0.9265616458263766,0.9265616458263766
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,10,quantum,toniot_scanning_m2_centroid,4,-0.6000000000000001,0.7999999999999999,-0.7999999999999999,0.6000000000000001
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,12,all,toniot_scanning_m2_centroid,11,0.8890413438919633,0.6945635499155962,0.8974966337290643,0.9703897613415771
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,12,classical,toniot_scanning_m2_centroid,7,0.9258200997725515,0.9258200997725515,0.9549937104572925,0.9549937104572925
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,12,quantum,toniot_scanning_m2_centroid,4,1.0,-0.7999999999999999,-0.39999999999999997,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,4,all,toniot_scanning_m2_centroid,11,0.8736209307562355,0.8598269160600844,0.7945288310603683,0.8036613463599127
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,4,classical,toniot_scanning_m2_centroid,7,0.8153742483272114,0.8153742483272114,0.6910233190806426,0.6910233190806426
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,4,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.6000000000000001,0.19999999999999998,0.39999999999999997
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,6,all,toniot_scanning_m2_centroid,11,0.7402787886934417,0.8322388866677822,0.8899457101438083,0.926644502314687
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,6,classical,toniot_scanning_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9636241116594316,0.9636241116594316
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,6,quantum,toniot_scanning_m2_centroid,4,-0.19999999999999998,0.6000000000000001,-0.6000000000000001,0.19999999999999998
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,8,all,toniot_scanning_m2_centroid,11,0.8848771929251248,0.9862693712811287,0.9132515299544463,0.986311652350802
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,8,classical,toniot_scanning_m2_centroid,7,0.981980506061966,0.981980506061966,0.981980506061966,0.981980506061966
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,8,quantum,toniot_scanning_m2_centroid,4,-0.9486832980505139,0.9486832980505139,-0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,10,all,toniot_scanning_m2_centroid,11,0.7402787886934417,0.8966109552498207,0.8276408817690653,0.8874149454523866
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,10,classical,toniot_scanning_m2_centroid,7,0.9274260335029679,0.9274260335029679,0.9265616458263766,0.9265616458263766
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,10,quantum,toniot_scanning_m2_centroid,4,-0.7999999999999999,0.6000000000000001,-0.7378647873726218,0.9486832980505139
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,12,all,toniot_scanning_m2_centroid,11,0.8983021912241712,0.9168238858885871,0.8000000000000002,0.9454545454545454
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,12,classical,toniot_scanning_m2_centroid,7,0.9258200997725515,0.9258200997725515,0.8214285714285715,0.8214285714285715
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,12,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,-0.39999999999999997,-1.0,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,4,all,toniot_scanning_m2_centroid,11,0.8874149454523866,0.9241989846421229,0.9360828182033074,0.986311652350802
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,4,classical,toniot_scanning_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,4,quantum,toniot_scanning_m2_centroid,4,0.39999999999999997,0.7999999999999999,0.21081851067789195,0.9486832980505139
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,6,all,toniot_scanning_m2_centroid,11,0.7216706924882901,0.9510759457296009,0.8337151470681156,0.9703897613415771
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,6,classical,toniot_scanning_m2_centroid,7,0.5790660241435863,0.8017837257372733,0.8829187134416479,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,6,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,1.0,0.7999999999999999,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,8,all,toniot_scanning_m2_centroid,11,0.7363636363636363,0.990909090909091,0.7562661989798207,0.9795014022931412
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,8,classical,toniot_scanning_m2_centroid,7,0.9642857142857145,1.0,0.9549937104572925,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,8,quantum,toniot_scanning_m2_centroid,4,-0.7999999999999999,0.7999999999999999,-0.6000000000000001,0.6000000000000001
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,10,all,toniot_scanning_m2_centroid,11,0.8612588018953393,0.953867275217419,0.8580909853803108,0.9653523585528497
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,10,classical,toniot_scanning_m2_centroid,7,0.8486684247915056,0.9258200997725515,0.9063269671749657,0.9063269671749657
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,10,quantum,toniot_scanning_m2_centroid,4,-0.39999999999999997,0.39999999999999997,-0.7378647873726218,0.7378647873726218
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,12,all,toniot_scanning_m2_centroid,11,0.8705196492275474,0.8612588018953393,0.8656058903985899,0.9430548384868849
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,12,classical,toniot_scanning_m2_centroid,7,0.8486684247915056,0.9258200997725515,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,12,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,-0.7999999999999999,0.19999999999999998,-0.19999999999999998
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,4,all,toniot_scanning_m2_centroid,11,0.9355732821031266,0.940182017482945,0.961278120390013,0.9886130432447054
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,4,classical,toniot_scanning_m2_centroid,7,0.9543135154205278,0.9543135154205278,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,4,quantum,toniot_scanning_m2_centroid,4,0.7999999999999999,0.7999999999999999,0.6000000000000001,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,6,all,toniot_scanning_m2_centroid,11,0.7416198487095664,0.943879807448539,0.8032507871194049,0.967658842962558
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,6,classical,toniot_scanning_m2_centroid,7,0.5790660241435863,0.8017837257372733,0.7881104062391007,0.9063269671749657
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,6,quantum,toniot_scanning_m2_centroid,4,0.9486832980505139,0.9486832980505139,0.9486832980505139,0.9486832980505139
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,8,all,toniot_scanning_m2_centroid,11,0.8181818181818182,0.9545454545454546,0.7363636363636363,0.990909090909091
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,8,classical,toniot_scanning_m2_centroid,7,0.9642857142857145,1.0,0.9642857142857145,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,8,quantum,toniot_scanning_m2_centroid,4,0.0,0.0,-0.7999999999999999,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,10,all,toniot_scanning_m2_centroid,11,0.8983021912241712,0.926084733220795,0.8904202417055851,0.986311652350802
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,10,classical,toniot_scanning_m2_centroid,7,0.8486684247915056,0.9258200997725515,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,10,quantum,toniot_scanning_m2_centroid,4,0.19999999999999998,-0.19999999999999998,-0.7378647873726218,0.7378647873726218
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,12,all,toniot_scanning_m2_centroid,11,0.8601512308077806,0.8788501706079497,0.92879698954084,0.9701790336292931
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,12,classical,toniot_scanning_m2_centroid,7,0.8486684247915056,0.9258200997725515,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,12,quantum,toniot_scanning_m2_centroid,4,0.316227766016838,-0.316227766016838,-0.2581988897471611,0.2581988897471611
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,4,all,toniot_scanning_m2_centroid,11,0.9082951062292475,0.9082951062292475,0.9248315565837565,0.952166479438449
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,4,classical,toniot_scanning_m2_centroid,7,0.9265616458263766,0.9265616458263766,0.9910312089651149,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,4,quantum,toniot_scanning_m2_centroid,4,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.19999999999999998
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,6,all,toniot_scanning_m2_centroid,11,0.9053541010220679,0.943879807448539,0.9339431975353206,0.961278120390013
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,6,classical,toniot_scanning_m2_centroid,7,0.7572401854185359,0.8017837257372733,0.9549937104572925,0.9910312089651149
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,6,quantum,toniot_scanning_m2_centroid,4,0.9486832980505139,0.9486832980505139,1.0,0.7999999999999999
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,8,all,toniot_scanning_m2_centroid,11,0.9223840452539908,0.9406490758530798,0.8610500699228079,0.9795014022931412
