group,setting,model,q_p1_ood,c_p1_ood,delta
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms123__q1000_id500_ood500,gpc,0.9522802147935135,0.9298309362612003,0.022449278532313266
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms123__q2000_id1000_ood1000,gpc,0.9522105966160094,0.937139281600644,0.015071315015365405
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,gpc,0.9600673565956648,0.9485001945436297,0.011567162052035118
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,gpc,0.9430994055477544,0.9109092370773239,0.03219016847043055
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,gpc,0.9511480967667223,0.9128104635786879,0.0383376331880344
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,gpc,0.9597113460353861,0.9586653089032482,0.0010460371321379114
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,gpc,0.9473684212943866,0.9089212162876606,0.03844720500672594
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,gpc,0.959132332892445,0.9325161849310104,0.026616147961434633
toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,gpc,0.9665492244710422,0.9521062966074874,0.014442927863554833
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q1000_id500_ood500,gpc,0.9847261127233679,0.9828341528099138,0.0018919599134540332
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.9881956392347376,0.9851173159019273,0.0030783233328103288
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.9865265094231762,0.9901616122684604,-0.0036351028452842327
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500,gpc,0.9831331498654577,0.9866498252930996,-0.003516675427641891
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.9853431290062059,0.9876963234214386,-0.00235319441523274
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.9853575967298419,0.9890067971227066,-0.003649200392864649
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q1000_id500_ood500,gpc,0.9452218988003478,0.9781974575840385,-0.03297555878369074
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.9787343921371635,0.9860553525851172,-0.007320960447953717
toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.9761181823331939,0.9916637534412871,-0.015545571108093181
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q1000_id500_ood500,gpc,0.8433584290723692,0.8372719707247669,0.006086458347602353
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000,gpc,0.903839882303381,0.9005420916539215,0.0032977906494594533
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800,gpc,0.9278796866063995,0.9296241062005115,-0.0017444195941119789
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500,gpc,0.8740951881992343,0.8961662154286588,-0.022071027229424556
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000,gpc,0.8937007988251197,0.9234992327266184,-0.029798433901498722
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,gpc,0.9043197727573494,0.9300012308097033,-0.02568145805235389
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q1000_id500_ood500,gpc,0.8796338709667192,0.8895431506875204,-0.009909279720801245
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,gpc,0.9015498993550773,0.9257025855111152,-0.024152686156037828
unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800,gpc,0.8955243249809891,0.9258395245916797,-0.030315199610690624
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q1000_id500_ood500,gpc,0.7784288055279228,0.7736595536392763,0.00476925188864652
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.8003902746138816,0.8021506147042373,-0.0017603400903557498
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.8097972662971616,0.8187025324339102,-0.00890526613674858
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500,gpc,0.7825262161328993,0.7681193684628406,0.014406847670058731
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.82378102281392,0.8335914136845783,-0.009810390870658381
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.8310772316109516,0.8301244039100524,0.000952827700899217
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q1000_id500_ood500,gpc,0.7811809865281507,0.7628097456344201,0.018371240893730656
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.7949877972449362,0.7919610386041936,0.003026758640742533
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.8184868328228209,0.8207147457684452,-0.0022279129456242996
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q1000_id500_ood500,gpc,0.8984761105177248,0.9142033785606155,-0.015727268042890707
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000,gpc,0.9182863560771527,0.9233830071221701,-0.005096651045017442
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,gpc,0.9317363151048856,0.9514529361921854,-0.019716621087299768
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500,gpc,0.879011170031429,0.8611831638252158,0.017828006206213276
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,gpc,0.8965208491404574,0.9033261840130659,-0.006805334872608482
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,gpc,0.9225727740354883,0.9287100313302312,-0.006137257294742904
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q1000_id500_ood500,gpc,0.8601189952492482,0.8680083464820754,-0.00788935123282719
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,gpc,0.895958238922492,0.9163998979530468,-0.020441659030554726
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,gpc,0.9150855775203178,0.9507978650630494,-0.03571228754273159
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q1000_id500_ood500,gpc,0.773790150478774,0.7535602364755188,0.020229914003255134
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,gpc,0.7906951128459916,0.784076743366984,0.006618369479007624
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,gpc,0.806672816064015,0.8141884777846861,-0.007515661720671085
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q1000_id500_ood500,gpc,0.7613226759496204,0.7576935554157902,0.0036291205338302435
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,gpc,0.8162504153176461,0.8098136064747051,0.006436808842940955
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,gpc,0.8059325882368734,0.8016124591562214,0.0043201290806520465
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q1000_id500_ood500,gpc,0.7746550944493644,0.7626349526499288,0.012020141799435669
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,gpc,0.794131089582639,0.7961304321322198,-0.001999342549580785
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,gpc,0.7911227122048387,0.7970051957272364,-0.00588248352239773
