setting,qs,seed,group,quantum_ood_original,classical_ood_original,delta_original,quantum_ood_ablated,classical_ood_ablated,delta_ablated,delta,ablation_change,ms,size,dataset
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,42,unsw_recon_m2_centroid,0.9251328340055054,0.9292350457717176,-0.0041022117662121715,0.9189072402535048,0.9394626976505986,-0.020555457397093857,-0.020555457397093857,-0.016453245630881685,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,123,unsw_recon_m2_centroid,0.9251328340055054,0.9292350457717176,-0.0041022117662121715,0.9189072402535048,0.9394626976505986,-0.020555457397093857,-0.020555457397093857,-0.016453245630881685,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,7,999,unsw_recon_m2_centroid,0.9251328340055054,0.9292350457717176,-0.0041022117662121715,0.9189072402535048,0.9394626976505986,-0.020555457397093857,-0.020555457397093857,-0.016453245630881685,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,42,unsw_recon_m2_centroid,0.8658938543016688,0.8864034960559369,-0.02050964175426817,0.9181346901550425,0.8825169554712875,0.035617734683754954,0.035617734683754954,0.056127376438023124,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,123,unsw_recon_m2_centroid,0.8658938543016688,0.8864034960559369,-0.02050964175426817,0.9181346901550425,0.882783622137954,0.03535106801708843,0.03535106801708843,0.0558607097713566,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,42,999,unsw_recon_m2_centroid,0.8658938543016688,0.8864034960559369,-0.02050964175426817,0.9181346901550425,0.882783622137954,0.03535106801708843,0.03535106801708843,0.0558607097713566,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,42,unsw_recon_m2_centroid,0.8848505217335638,0.9041773189936626,-0.019326797260098783,0.9207957237052686,0.9108016804301902,0.009994043275078468,0.009994043275078468,0.02932084053517725,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,123,unsw_recon_m2_centroid,0.8848505217335638,0.9042099961590169,-0.01935947442545305,0.9207957237052686,0.9108016804301902,0.009994043275078468,0.009994043275078468,0.029353517700531517,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,123,999,unsw_recon_m2_centroid,0.8848505217335638,0.9041773189936626,-0.019326797260098783,0.9207957237052686,0.9108016804301902,0.009994043275078468,0.009994043275078468,0.02932084053517725,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,42,unsw_recon_m2_centroid,0.903201617110068,0.8968945292123109,0.006307087897757024,0.8679903495044341,0.9002467983828898,-0.03225644887845569,-0.03225644887845569,-0.038563536776212715,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,123,unsw_recon_m2_centroid,0.903201617110068,0.8967874869587896,0.006414130151278341,0.8679903495044341,0.9002728938445487,-0.03228254434011457,-0.03228254434011457,-0.03869667449139291,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,999,999,unsw_recon_m2_centroid,0.903201617110068,0.8967874869587896,0.006414130151278341,0.8679903495044341,0.9002728938445487,-0.03228254434011457,-0.03228254434011457,-0.03869667449139291,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,42,unsw_recon_m2_centroid,0.9011272141706924,0.8984903059581321,0.0026369082125603516,0.8912238325281804,0.8933568438003222,-0.002133011272141827,-0.002133011272141827,-0.004769919484702179,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,123,unsw_recon_m2_centroid,0.9011272141706924,0.8984903059581321,0.0026369082125603516,0.8912238325281804,0.8933568438003222,-0.002133011272141827,-0.002133011272141827,-0.004769919484702179,999,1000,unsw
unsw_recon__m2_centroid__ms999__q1000_id500_ood500,2024,999,unsw_recon_m2_centroid,0.9011272141706924,0.8984903059581321,0.0026369082125603516,0.8912238325281804,0.8933568438003222,-0.002133011272141827,-0.002133011272141827,-0.004769919484702179,999,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,42,unsw_recon_natural_cur,0.7428635432667691,0.7637490783410139,-0.020885535074244843,0.8130440348182284,0.7786814260112648,0.034362608806963624,0.034362608806963624,0.05524814388120847,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,123,unsw_recon_natural_cur,0.7428635432667691,0.7637490783410139,-0.020885535074244843,0.8130440348182284,0.7786814260112648,0.034362608806963624,0.034362608806963624,0.05524814388120847,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,7,999,unsw_recon_natural_cur,0.7428635432667691,0.7637490783410139,-0.020885535074244843,0.8130440348182284,0.7786814260112648,0.034362608806963624,0.034362608806963624,0.05524814388120847,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,42,unsw_recon_natural_cur,0.7718483154167801,0.7777223585767156,-0.005874043159935449,0.7718483154167801,0.774192029670453,-0.0023437142536728572,-0.0023437142536728572,0.003530328906262592,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,123,unsw_recon_natural_cur,0.7718483154167801,0.7777223585767156,-0.005874043159935449,0.7718483154167801,0.7741990323459204,-0.0023507169291402397,-0.0023507169291402397,0.0035233262307952096,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,42,999,unsw_recon_natural_cur,0.7718483154167801,0.7777223585767156,-0.005874043159935449,0.7737788173472822,0.774192029670453,-0.0004132123231708196,-0.0004132123231708196,0.00546083083676463,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,42,unsw_recon_natural_cur,0.8200000000000001,0.8179376000000002,0.0020623999999999088,0.834,0.8029808,0.031019199999999914,0.031019199999999914,0.028956800000000005,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,123,unsw_recon_natural_cur,0.8200000000000001,0.8179376000000002,0.0020623999999999088,0.834,0.8029416000000001,0.03105839999999982,0.03105839999999982,0.02899599999999991,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,123,999,unsw_recon_natural_cur,0.8200000000000001,0.8179376000000002,0.0020623999999999088,0.834,0.8030424,0.03095759999999992,0.03095759999999992,0.02889520000000001,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,42,unsw_recon_natural_cur,0.7853462157809984,0.7620580193236715,0.023288196457326937,0.7680354267310789,0.7713299033816424,-0.0032944766505634826,-0.0032944766505634826,-0.02658267310789042,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,123,unsw_recon_natural_cur,0.7853462157809984,0.7620580193236715,0.023288196457326937,0.7680354267310789,0.7713299033816424,-0.0032944766505634826,-0.0032944766505634826,-0.02658267310789042,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,999,999,unsw_recon_natural_cur,0.7853462157809984,0.7620580193236715,0.023288196457326937,0.7680354267310789,0.7713299033816424,-0.0032944766505634826,-0.0032944766505634826,-0.02658267310789042,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,42,unsw_recon_natural_cur,0.8020164469978597,0.8160817522007113,-0.014065305202851652,0.8112859878659135,0.800644395629154,0.010641592236759534,0.010641592236759534,0.024706897439611186,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,123,unsw_recon_natural_cur,0.8118975200759587,0.8170572168847262,-0.005159696808767489,0.8112859878659135,0.800644395629154,0.010641592236759534,0.010641592236759534,0.015801289045527023,123,1000,unsw
unsw_recon__natural_cur__ms123__q1000_id500_ood500,2024,999,unsw_recon_natural_cur,0.8118975200759587,0.8170572168847262,-0.005159696808767489,0.8112859878659135,0.800644395629154,0.010641592236759534,0.010641592236759534,0.015801289045527023,123,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,7,42,unsw_recon_natural_cur,0.76,0.7349724,0.02502760000000004,0.752,0.751654,0.00034599999999995745,0.00034599999999995745,-0.02468160000000008,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,7,123,unsw_recon_natural_cur,0.76,0.7349724,0.02502760000000004,0.752,0.751654,0.00034599999999995745,0.00034599999999995745,-0.02468160000000008,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,7,999,unsw_recon_natural_cur,0.76,0.7347292000000001,0.025270799999999927,0.752,0.751654,0.00034599999999995745,0.00034599999999995745,-0.02492479999999997,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,42,42,unsw_recon_natural_cur,0.797551184263348,0.7882831794460056,0.009268004817342468,0.8004014452027298,0.7852551746286632,0.01514627057406659,0.01514627057406659,0.0058782657567241214,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,42,123,unsw_recon_natural_cur,0.797551184263348,0.7882831794460056,0.009268004817342468,0.8004014452027298,0.7852551746286632,0.01514627057406659,0.01514627057406659,0.0058782657567241214,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,42,999,unsw_recon_natural_cur,0.797551184263348,0.7882831794460056,0.009268004817342468,0.8004014452027298,0.7852551746286632,0.01514627057406659,0.01514627057406659,0.0058782657567241214,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,123,42,unsw_recon_natural_cur,0.8249085893899544,0.8316665886201808,-0.0067579992302264635,0.7890339341843609,0.8147891077041503,-0.0257551735197894,-0.0257551735197894,-0.018997174289562935,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,123,123,unsw_recon_natural_cur,0.8249085893899544,0.8316665886201808,-0.0067579992302264635,0.7890339341843609,0.8147891077041503,-0.0257551735197894,-0.0257551735197894,-0.018997174289562935,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,123,999,unsw_recon_natural_cur,0.8249085893899544,0.8327838155109369,-0.00787522612098257,0.7890339341843609,0.8147891077041503,-0.0257551735197894,-0.0257551735197894,-0.017879947398806828,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,999,42,unsw_recon_natural_cur,0.7995711725550435,0.7455229774705581,0.05404819508448544,0.755984383000512,0.7604474014336917,-0.004463018433179755,-0.004463018433179755,-0.058511213517665195,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,999,123,unsw_recon_natural_cur,0.7995711725550435,0.7455229774705581,0.05404819508448544,0.755984383000512,0.7604474014336917,-0.004463018433179755,-0.004463018433179755,-0.058511213517665195,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,999,999,unsw_recon_natural_cur,0.7995711725550435,0.7455229774705581,0.05404819508448544,0.755984383000512,0.7604474014336917,-0.004463018433179755,-0.004463018433179755,-0.058511213517665195,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,2024,42,unsw_recon_natural_cur,0.7798319327731092,0.7781704281712686,0.0016615046018406687,0.8052420968387355,0.7878633533413365,0.017378743497398985,0.017378743497398985,0.015717238895558316,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,2024,123,unsw_recon_natural_cur,0.7778711484593837,0.7781712124849941,-0.000300064025610447,0.8052420968387355,0.7878633533413365,0.017378743497398985,0.017378743497398985,0.017678807523009432,42,1000,unsw
unsw_recon__natural_cur__ms42__q1000_id500_ood500,2024,999,unsw_recon_natural_cur,0.7778711484593837,0.7781704281712686,-0.0002992797118849255,0.8052420968387355,0.7877504121648659,0.017491684673869634,0.017491684673869634,0.01779096438575456,42,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,7,42,unsw_recon_natural_cur,0.7363782051282051,0.8021195512820511,-0.06574134615384608,0.813301282051282,0.8064483333333334,0.006852948717948615,0.006852948717948615,0.0725942948717947,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,7,123,unsw_recon_natural_cur,0.7363782051282051,0.8021195512820511,-0.06574134615384608,0.813301282051282,0.8064483333333334,0.006852948717948615,0.006852948717948615,0.0725942948717947,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,7,999,unsw_recon_natural_cur,0.7363782051282051,0.8021195512820511,-0.06574134615384608,0.813301282051282,0.8064483333333334,0.006852948717948615,0.006852948717948615,0.0725942948717947,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,42,42,unsw_recon_natural_cur,0.796,0.8072860000000002,-0.01128600000000013,0.794,0.8287396,-0.03473959999999998,-0.03473959999999998,-0.023453599999999852,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,42,123,unsw_recon_natural_cur,0.796,0.8072388,-0.011238799999999993,0.794,0.8287396,-0.03473959999999998,-0.03473959999999998,-0.02350079999999999,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,42,999,unsw_recon_natural_cur,0.796,0.8072860000000002,-0.01128600000000013,0.794,0.8287396,-0.03473959999999998,-0.03473959999999998,-0.023453599999999852,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,123,42,unsw_recon_natural_cur,0.7502587991718427,0.7629920483954451,-0.012733249223602416,0.8101384575569358,0.8044877135093167,0.005650744047619116,0.005650744047619116,0.018383993271221533,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,123,123,unsw_recon_natural_cur,0.7502587991718427,0.7630532091097307,-0.012794409937888052,0.8101384575569358,0.8044872670807452,0.00565119047619056,0.00565119047619056,0.01844560041407861,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,123,999,unsw_recon_natural_cur,0.7502587991718427,0.7629920483954451,-0.012733249223602416,0.8101384575569358,0.8044877135093167,0.005650744047619116,0.005650744047619116,0.018383993271221533,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,999,42,unsw_recon_natural_cur,0.8215091441463064,0.8071414310628969,0.01436771308340945,0.8255252084033344,0.8197926894830316,0.005732518920302798,0.005732518920302798,-0.008635194163106652,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,999,123,unsw_recon_natural_cur,0.8215091441463064,0.8071414310628969,0.01436771308340945,0.8255252084033344,0.8197926894830316,0.005732518920302798,0.005732518920302798,-0.008635194163106652,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,999,999,unsw_recon_natural_cur,0.8215091441463064,0.8071414310628969,0.01436771308340945,0.8255252084033344,0.8197926894830316,0.005732518920302798,0.005732518920302798,-0.008635194163106652,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,2024,42,unsw_recon_natural_cur,0.7826908299180328,0.8207508388831968,-0.03806000896516393,0.8550525102459017,0.8045297963627048,0.050522713883196846,0.050522713883196846,0.08858272284836077,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,2024,123,unsw_recon_natural_cur,0.7826908299180328,0.8207508388831968,-0.03806000896516393,0.8550525102459017,0.8045297963627048,0.050522713883196846,0.050522713883196846,0.08858272284836077,999,1000,unsw
unsw_recon__natural_cur__ms999__q1000_id500_ood500,2024,999,unsw_recon_natural_cur,0.7826908299180328,0.8207508388831968,-0.03806000896516393,0.8550525102459017,0.8045297963627048,0.050522713883196846,0.050522713883196846,0.08858272284836077,999,1000,unsw
