setting,qs,seed,group,regularization,selection,reference,budget_mode,quantum_ood,classical_ood,delta,ms,size,dataset
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9979423868312758,0.9979423868312759,-1.1102230246251565e-16,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9979423868312758,0.9979423868312759,-1.1102230246251565e-16,123,1000,toniot
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9979423868312758,0.9979423868312759,-1.1102230246251565e-16,123,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9959016393442623,0.995523360655738,0.0003782786885243583,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9959016393442623,0.995523360655738,0.0003782786885243583,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9959016393442623,0.995523360655738,0.0003782786885243583,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.991701244813278,0.9917008298755187,4.149377593742898e-07,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.991701244813278,0.9917008298755187,4.149377593742898e-07,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.991701244813278,0.9917008298755187,4.149377593742898e-07,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9899014147621792,0.9917770149158186,-0.0018756001536394118,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9899014147621792,0.9917770149158186,-0.0018756001536394118,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9899014147621792,0.9917770149158186,-0.0018756001536394118,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.989770742882776,0.988623347057787,0.001147395824989017,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.989770742882776,0.988623347057787,0.001147395824989017,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.989770742882776,0.988623347057787,0.001147395824989017,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9922178988326849,0.9921859922178988,3.1906614786025855e-05,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9922178988326849,0.9921859922178988,3.1906614786025855e-05,42,1000,toniot
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9922178988326849,0.9921859922178988,3.1906614786025855e-05,42,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9924242424242424,0.9896060606060604,0.002818181818182053,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9924242424242424,0.9896060606060604,0.002818181818182053,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,7,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9924242424242424,0.9896060606060604,0.002818181818182053,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.994296577946768,0.9930638783269962,0.0012326996197717932,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.994296577946768,0.9930638783269962,0.0012326996197717932,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,42,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.994296577946768,0.9930638783269962,0.0012326996197717932,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9832635983263598,0.9831394876480867,0.00012411067827311495,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9832635983263598,0.9831394876480867,0.00012411067827311495,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,123,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9832635983263598,0.9831394876480867,0.00012411067827311495,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9873417721518988,0.9859189873417723,0.0014227848101264762,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9873417721518988,0.9859189873417723,0.0014227848101264762,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,999,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9873417721518988,0.9859189873417723,0.0014227848101264762,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,42,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9897435897435898,0.9867180448717949,0.0030255448717948497,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,123,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9897435897435898,0.9867180448717949,0.0030255448717948497,999,1000,toniot
toniot_scanning__natural_cur__ms999__q1000_id500_ood500,2024,999,toniot_scanning_natural_cur,fixed_c1,ood_test,extended,equal_count,0.9897435897435898,0.9867180448717949,0.0030255448717948497,999,1000,toniot
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9265251904487548,0.9287968375904231,-0.002271647141668276,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9265251904487548,0.9287968375904231,-0.002271647141668276,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9265251904487548,0.9287968375904231,-0.002271647141668276,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940284178187404,0.9387541794674861,0.00152999871991788,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940284178187404,0.9387541794674861,0.00152999871991788,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940284178187404,0.9387541794674861,0.00152999871991788,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.945218087234894,0.9530848819527812,-0.007866794717887204,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.945218087234894,0.9530848819527812,-0.007866794717887204,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.945218087234894,0.9530848819527812,-0.007866794717887204,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9363957597173144,0.9274532705867027,0.008942489130611686,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9363957597173144,0.9274532705867027,0.008942489130611686,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9363957597173144,0.9274532705867027,0.008942489130611686,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9111197110423116,0.9116734584623322,-0.0005537474200205672,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9111197110423116,0.9116734584623322,-0.0005537474200205672,123,1000,unsw
unsw_dos__m2_centroid__ms123__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9111197110423116,0.9116734584623322,-0.0005537474200205672,123,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9327731092436976,0.9277588475390155,0.00501426170468211,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9327731092436976,0.9277588475390155,0.00501426170468211,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9327731092436976,0.9277588475390155,0.00501426170468211,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9145225294418844,0.9141102470558117,0.0004122823860727154,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9145225294418844,0.9141102470558117,0.0004122823860727154,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9145225294418844,0.9141102470558117,0.0004122823860727154,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.943059358537093,0.9439116955693265,-0.00085233703223353,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.943059358537093,0.9439116955693265,-0.00085233703223353,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.943059358537093,0.9439116955693265,-0.00085233703223353,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9262639078664844,0.928437718784566,-0.0021738109180816645,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9262639078664844,0.928437718784566,-0.0021738109180816645,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9262639078664844,0.928437718784566,-0.0021738109180816645,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9201405114487826,0.9226035611273142,-0.0024630496785316147,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9201405114487826,0.9226035611273142,-0.0024630496785316147,42,1000,unsw
unsw_dos__m2_centroid__ms42__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9201405114487826,0.9226035611273142,-0.0024630496785316147,42,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9484988156968184,0.9401530855899111,0.008345730106907312,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9484988156968184,0.9401530855899111,0.008345730106907312,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9484988156968184,0.9401530855899111,0.008345730106907312,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9281108497735964,0.9298291364661836,-0.001718286692587223,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9281108497735964,0.9298291364661836,-0.001718286692587223,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9281108497735964,0.9298291364661836,-0.001718286692587223,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9533160489085206,0.951241789898214,0.002074259010306667,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9533160489085206,0.951241789898214,0.002074259010306667,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9533160489085206,0.951241789898214,0.002074259010306667,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9315336463223788,0.9272203508085549,0.004313295513823867,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9315336463223788,0.9272203508085549,0.004313295513823867,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,999,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9315336463223788,0.9272203508085549,0.004313295513823867,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.941304347826087,0.931385732689211,0.009918615136875975,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.941304347826087,0.931385732689211,0.009918615136875975,999,1000,unsw
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,unsw_dos_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.941304347826087,0.931385732689211,0.009918615136875975,999,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8202259778503297,0.7869840759234363,0.03324190192689336,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8202259778503297,0.7869840759234363,0.03324190192689336,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,7,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8202259778503297,0.7869840759234363,0.03324190192689336,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8489012749055033,0.8446167595617914,0.004284515343711881,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8489012749055033,0.8446167595617914,0.004284515343711881,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,42,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8489012749055033,0.8446167595617914,0.004284515343711881,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.844801651437807,0.8419973628202464,0.0028042886175606574,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.844801651437807,0.8419973628202464,0.0028042886175606574,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.844801651437807,0.8419973628202464,0.0028042886175606574,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8488422332815926,0.8475932246243457,0.001249008657246864,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8488422332815926,0.8475932246243457,0.001249008657246864,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,999,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8488422332815926,0.8475932246243457,0.001249008657246864,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8400614409830558,0.8214424486791788,0.01861899230387698,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8400614409830558,0.8214424486791788,0.01861899230387698,123,1000,unsw
unsw_dos__natural_cur__ms123__q1000_id500_ood500,2024,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8400614409830558,0.8214424486791788,0.01861899230387698,123,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,7,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.7957617652296385,0.7914928461575821,0.0042689190720563985,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,7,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.7957617652296385,0.7914928461575821,0.0042689190720563985,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,7,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.7957617652296385,0.7914928461575821,0.0042689190720563985,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,42,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8407051282051282,0.8478853846153844,-0.007180256410256214,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,42,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8407051282051282,0.8478853846153844,-0.007180256410256214,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,42,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8407051282051282,0.8478853846153844,-0.007180256410256214,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,123,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8416358425005204,0.8254285984211621,0.01620724407935825,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,123,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8416358425005204,0.8254285984211621,0.01620724407935825,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,123,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8416358425005204,0.8254285984211621,0.01620724407935825,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,999,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8366116802128921,0.8018551788262074,0.034756501386684735,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,999,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8366116802128921,0.8018551788262074,0.034756501386684735,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,999,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8366116802128921,0.8019053880312282,0.03470629218166388,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,2024,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8345841801219376,0.8235383399209486,0.011045840200988977,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,2024,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8345841801219376,0.8235382919140356,0.011045888207901977,42,1000,unsw
unsw_dos__natural_cur__ms42__q1000_id500_ood500,2024,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8345841801219376,0.8235383399209486,0.011045840200988977,42,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,7,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8389057020704231,0.8184620214247972,0.02044368064562596,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,7,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8389057020704231,0.8184620214247972,0.02044368064562596,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,7,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8389057020704231,0.8184620214247972,0.02044368064562596,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,42,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8237384733606558,0.811832850922131,0.011905622438524777,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,42,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8237384733606558,0.811832850922131,0.011905622438524777,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,42,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8237384733606558,0.811832850922131,0.011905622438524777,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,123,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8143570297124754,0.7916875102001634,0.022669519512311997,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,123,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8143570297124754,0.7916875102001634,0.022669519512311997,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,123,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8143570297124754,0.7916875102001634,0.022669519512311997,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,999,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8232269020650763,0.7879324388407375,0.03529446322433882,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,999,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8232269020650763,0.7879324388407375,0.03529446322433882,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,999,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8232269020650763,0.7879324388407375,0.03529446322433882,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,2024,42,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8148693647540983,0.822067763831967,-0.007198399077868678,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,2024,123,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8128201844262295,0.822067763831967,-0.009247579405737505,999,1000,unsw
unsw_dos__natural_cur__ms999__q1000_id500_ood500,2024,999,unsw_dos_natural_cur,fixed_c1,ood_test,extended,equal_count,0.8128201844262295,0.822067763831967,-0.009247579405737505,999,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,7,42,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940061475409836,0.9422622246413935,-0.0022007492315575528,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,7,123,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940061475409836,0.9422622246413935,-0.0022007492315575528,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,7,999,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.940061475409836,0.9422622246413935,-0.0022007492315575528,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,42,42,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9520609318996416,0.9495116231438813,0.0025493087557603156,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,42,123,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9520609318996416,0.9495116231438813,0.0025493087557603156,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,42,999,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9520609318996416,0.9495116231438813,0.0025493087557603156,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,123,42,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9737052685487484,0.9699943569553805,0.0037109115933678938,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,123,123,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9737052685487484,0.9699943569553805,0.0037109115933678938,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,123,999,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.9737052685487484,0.9699943569553805,0.0037109115933678938,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,999,42,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.948917946296266,0.947092218006546,0.0018257282897200522,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,999,123,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.948917946296266,0.947092218006546,0.0018257282897200522,123,1000,unsw
unsw_recon__m2_centroid__ms123__q1000_id500_ood500,999,999,unsw_recon_m2_centroid,fixed_c1,ood_test,extended,equal_count,0.948917946296266,0.947092218006546,0.0018257282897200522,123,1000,unsw
