setting,model,dataset,n_cells,rho_eff_rank,rho_kta_ood
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800__qs42,svc,toniot_scanning,40,0.8718723426520817,0.5999345608189716
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800__qs7,gpc,toniot_scanning,40,0.8859073152789169,0.7616813795206785
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800__qs7,svc,toniot_scanning,40,0.8942701459003448,0.6400113481207442
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800__qs999,gpc,toniot_scanning,40,0.8885865828953348,0.5976450779266479
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800__qs999,svc,toniot_scanning,40,0.9117868510252145,0.6132695627264078
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs123,gpc,toniot_scanning,40,0.8446197568175065,0.8219063463108018
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs123,svc,toniot_scanning,40,0.7715645200036387,0.6922105741171886
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs2024,gpc,toniot_scanning,40,0.855399005332972,0.8528621233971205
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs2024,svc,toniot_scanning,40,0.8744721927655628,0.7523239940552345
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs42,gpc,toniot_scanning,40,0.9129875867457581,0.6520400230988901
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs42,svc,toniot_scanning,40,0.8959928059186663,0.7841347027878214
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs7,gpc,toniot_scanning,40,0.8611371891156427,0.6662600980507931
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs7,svc,toniot_scanning,40,0.8453181634340051,0.6414805728534306
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs999,gpc,toniot_scanning,40,0.7754877379730574,0.7212965759516872
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500__qs999,svc,toniot_scanning,40,0.7806528589217976,0.7232380718537609
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs123,gpc,toniot_scanning,40,0.8904630195607245,0.5564572931213421
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs123,svc,toniot_scanning,40,0.9048246225555672,0.5563169645110837
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,gpc,toniot_scanning,40,0.9067792883778086,0.5854093522546717
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,svc,toniot_scanning,40,0.7946709277925759,0.5527982416238318
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs42,gpc,toniot_scanning,40,0.8677784972307945,0.5677196419912339
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs42,svc,toniot_scanning,40,0.8738329190869392,0.7479003828525457
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs7,gpc,toniot_scanning,40,0.9249460590475685,0.673421524682366
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs7,svc,toniot_scanning,40,0.9088862141113055,0.6729849192242704
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs999,gpc,toniot_scanning,40,0.7801705512098626,0.6675763673344963
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000__qs999,svc,toniot_scanning,40,0.8917848954162574,0.7437965532565114
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs123,gpc,toniot_scanning,40,0.8952381198688609,0.6450856382033768
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs123,svc,toniot_scanning,40,0.8736918382298599,0.596761471540477
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,gpc,toniot_scanning,40,0.7415920079456235,0.6625076230375704
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,svc,toniot_scanning,40,0.896986110999602,0.6814728022952379
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs42,gpc,toniot_scanning,40,0.9128946020643722,0.6684178439737594
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs42,svc,toniot_scanning,40,0.828570198153678,0.6140129402267062
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs7,gpc,toniot_scanning,40,0.9087582770482749,0.7394098679968465
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs7,svc,toniot_scanning,40,0.9186729836348211,0.7083392937772777
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs999,gpc,toniot_scanning,40,0.8741672486744706,0.6853711447314655
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800__qs999,svc,toniot_scanning,40,0.763629569526926,0.5639486007442646
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs123,gpc,toniot_scanning,40,0.7732370332126695,0.3153943772606532
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs123,svc,toniot_scanning,40,0.5344883483714714,0.4670660848629658
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs2024,gpc,toniot_scanning,40,0.7644911300523896,-0.0045091637063792945
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs2024,svc,toniot_scanning,40,0.6113158896034026,-0.04614595091325469
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs42,gpc,toniot_scanning,40,0.8124742360486902,0.06518579419858855
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs42,svc,toniot_scanning,40,0.7424175244517227,0.18001699903541013
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs7,gpc,toniot_scanning,40,0.7978590404436593,0.21707702407173257
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs7,svc,toniot_scanning,40,0.71964621260933,0.5040822455841122
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs999,gpc,toniot_scanning,40,0.6881755857718637,0.1858740936594129
toniot_scanning__natural_cur__ms123__q1000_id500_ood500__qs999,svc,toniot_scanning,40,0.2738192055756606,0.4679391440988866
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs123,gpc,toniot_scanning,40,0.8127228516146978,0.18924751693683278
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs123,svc,toniot_scanning,40,0.561273658442695,0.5276554603964367
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs2024,gpc,toniot_scanning,40,0.8624912271077003,0.34210650718392904
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs2024,svc,toniot_scanning,40,0.5944247235108306,0.6585321111877447
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs42,gpc,toniot_scanning,40,0.8564324257891686,0.12273623457129754
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs42,svc,toniot_scanning,40,0.761364176981907,0.3493925070955788
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs7,gpc,toniot_scanning,40,0.8434289386547906,0.11073054601831919
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs7,svc,toniot_scanning,40,0.73797527945949,0.40050778056471115
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs999,gpc,toniot_scanning,40,0.7407095116449176,0.04645270597545093
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000__qs999,svc,toniot_scanning,40,0.5927734111137487,0.3584233149213753
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123,gpc,toniot_scanning,40,0.7855132433292831,0.37568024680965717
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs123,svc,toniot_scanning,40,0.5672594497294402,0.6363252818222224
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs2024,gpc,toniot_scanning,40,0.8312298107036197,0.351428724439496
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs2024,svc,toniot_scanning,40,0.4526549850100833,0.7131123441509193
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs42,gpc,toniot_scanning,40,0.8393845613448216,0.2816399299382088
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs42,svc,toniot_scanning,40,0.5301182303882525,0.6478701558992714
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs7,gpc,toniot_scanning,40,0.8957268174402043,0.25254467873366465
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs7,svc,toniot_scanning,40,0.7463401426722448,0.5451389272957464
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs999,gpc,toniot_scanning,40,0.765180750603292,0.35504461910122087
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800__qs999,svc,toniot_scanning,40,0.6385435321432795,0.5769790763693242
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs123,gpc,toniot_scanning,40,0.8556010337980209,0.37364498854211514
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs123,svc,toniot_scanning,40,0.7488734503592102,0.5351377710759078
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs2024,gpc,toniot_scanning,40,0.7831688069565294,0.3556101107144903
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs2024,svc,toniot_scanning,40,0.7435334632430718,0.42965136100521484
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42,gpc,toniot_scanning,40,0.7822334908528775,0.40266713190601905
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42,svc,toniot_scanning,40,0.5694572940829293,0.4404256148169979
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs7,gpc,toniot_scanning,40,0.5900963677998172,0.2371274936465699
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs7,svc,toniot_scanning,40,0.4381042246800157,0.09066167117414206
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs999,gpc,toniot_scanning,40,0.8021421937405565,0.2393276709193136
toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs999,svc,toniot_scanning,40,0.6116013735033273,0.2218885277719254
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs123,gpc,toniot_scanning,40,0.7772565346081918,0.19966222907366393
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs123,svc,toniot_scanning,40,0.6808092504799327,0.48556821352994506
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs2024,gpc,toniot_scanning,40,0.7853676595579286,0.3855355732368802
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs2024,svc,toniot_scanning,40,0.7185400098409538,0.5521253095929037
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs42,gpc,toniot_scanning,40,0.662788005531685,0.3355698581029741
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs42,svc,toniot_scanning,40,0.7543540870697362,0.3737502950372894
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs7,gpc,toniot_scanning,40,0.7360766126844879,0.41017221749667215
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs7,svc,toniot_scanning,40,0.5313427524562546,0.6551161260400905
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs999,gpc,toniot_scanning,40,0.8702927497969278,0.23349317677478554
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000__qs999,svc,toniot_scanning,40,0.6902350460601725,0.3560564949884606
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs123,gpc,toniot_scanning,40,0.7704287490514893,0.13978797322049671
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs123,svc,toniot_scanning,40,0.6094666289186036,0.5779424929400552
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs2024,gpc,toniot_scanning,40,0.7114509616825385,0.583477981102955
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs2024,svc,toniot_scanning,40,0.5453957003578886,0.8085540599998132
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs42,gpc,toniot_scanning,40,0.67526741665562,0.3944454939030466
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs42,svc,toniot_scanning,40,0.5312559505876048,0.5336024874718257
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs7,gpc,toniot_scanning,40,0.8373205778476062,0.31625856223241233
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs7,svc,toniot_scanning,40,0.4311720167088013,0.748052952601211
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs999,gpc,toniot_scanning,40,0.8675863974606947,0.16826202386663336
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800__qs999,svc,toniot_scanning,40,0.7234681716702629,0.5173125850088405
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs123,gpc,toniot_scanning,40,0.8464461879611145,0.3731644484559752
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs123,svc,toniot_scanning,40,0.5600075289919751,0.5093366064625405
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs2024,gpc,toniot_scanning,40,0.7814215556302141,0.15209946465857074
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs2024,svc,toniot_scanning,40,0.5599897607536346,0.39917363442777554
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs42,gpc,toniot_scanning,40,0.8033275915077694,0.217158739498708
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs42,svc,toniot_scanning,40,0.7218340467091542,0.36866605508567735
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs7,gpc,toniot_scanning,40,0.563647790781626,0.4209045981811476
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs7,svc,toniot_scanning,40,0.5470537278410702,0.43066934302044635
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs999,gpc,toniot_scanning,40,0.817938742443409,0.3403856111017078
toniot_scanning__natural_cur__ms999__q1000_id500_ood500__qs999,svc,toniot_scanning,40,0.6510596267826531,0.42529501616665805
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs123,gpc,toniot_scanning,40,0.6923401668107151,0.315211783263415
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs123,svc,toniot_scanning,40,0.4926557510317916,0.4033976791645343
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs2024,gpc,toniot_scanning,40,0.8565933377504389,0.12290660158303121
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs2024,svc,toniot_scanning,40,0.7514662817921186,0.25777695755281593
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs42,gpc,toniot_scanning,40,0.8219178226904588,0.249390133871146
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs42,svc,toniot_scanning,40,0.571683614102374,0.5190124846046845
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs7,gpc,toniot_scanning,40,0.7123881534144567,0.30296212059415545
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs7,svc,toniot_scanning,40,0.7689063528482193,0.3607330965103436
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs999,gpc,toniot_scanning,40,0.8662569865771962,0.2998545791292883
toniot_scanning__natural_cur__ms999__q2000_id1000_ood1000__qs999,svc,toniot_scanning,40,0.5809425606891502,0.4994133541122412
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs123,gpc,toniot_scanning,40,0.5693512835195432,0.42337820769874757
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs123,svc,toniot_scanning,40,0.35834896810506567,0.6168855534709194
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs2024,gpc,toniot_scanning,40,0.650748235557179,0.2959140621319698
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs2024,svc,toniot_scanning,40,0.5288736741401121,0.5414457997982237
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs42,gpc,toniot_scanning,40,0.6323936401722263,0.26577231606704005
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs42,svc,toniot_scanning,40,0.5699939752364394,0.5154630186067058
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs7,gpc,toniot_scanning,40,0.7311031220582414,0.23028199993979262
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs7,svc,toniot_scanning,40,0.7173953963802794,0.3875961787139594
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs999,gpc,toniot_scanning,40,0.767109152305043,0.3701862192730463
toniot_scanning__natural_cur__ms999__q4000_id1800_ood1800__qs999,svc,toniot_scanning,40,0.5062863665796479,0.6348283091693657
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.21956369358485844,0.8125733275405446
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.05318079313912944,0.6956161498305381
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.18299550838814002,0.8121246818415199
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs2024,svc,unsw_dos,40,-0.10252372140636003,0.431654052018513
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.1338150496797654,0.6860601880846877
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs42,svc,unsw_dos,40,0.23338215670051565,0.5461555865137268
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.4588610584036574,0.8829158496497279
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs7,svc,unsw_dos,40,-0.10318283657390526,0.3228805959760329
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.3213096302610703,0.9110183414497092
unsw_dos__m2_centroid__ms123__q1000_id500_ood500__qs999,svc,unsw_dos,40,0.005068757690047754,0.6525556196520738
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.03405732547682467,0.5590843044528877
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.1515190491731926,0.5122023150443727
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,0.14128905212756246,0.724458207522601
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,0.038486819535607834,0.5296161849265839
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.1012290087952456,0.7802795793791082
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.0033788544555428644,0.5768455412157346
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.17769021562390658,0.8002626923294208
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.1778674958239419,0.5350104096023582
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,0.05638163147062869,0.5758243826401314
unsw_dos__m2_centroid__ms123__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,-0.15220043767174662,0.34521911849220455
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.2529080675422139,0.5129455909943715
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.2641300258701435,0.4796811746947999
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.16247654784240154,0.5964352720450282
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.35838258906194465,0.5641242167616421
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.11106941838649158,0.7395872420262665
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.25628517823639774,0.5318949343339588
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.233313007433367,0.6651343878980989
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.25295553081889005,0.5351848471034676
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.29212007504690435,0.6878048780487805
unsw_dos__m2_centroid__ms123__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.11550009585981216,0.45665228801763275
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.28332864370865773,0.9057134855507887
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.14474391264864003,0.7448672128184886
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.09307562558321177,0.7496716213809093
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs2024,svc,unsw_dos,40,-0.004504082002616423,0.5352350779775848
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.3835616505888807,0.9116157037968603
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42,svc,unsw_dos,40,0.22832739852755574,0.6967226006900077
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.25172397866204027,0.8012384561214401
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs7,svc,unsw_dos,40,-0.2584023612950869,0.2662298432404867
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.2877245652585993,0.8622355654684664
unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs999,svc,unsw_dos,40,-0.10257132854781387,0.414508287461751
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.13791162458666453,0.8037339373020103
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.10556442193632241,0.49235246391100773
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,0.14390243902439023,0.6581613508442777
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,0.1945773533283961,0.45989305015226506
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.07917448405253284,0.6549718574108819
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.16412519066613582,0.5330080520203839
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.09212439617996235,0.7192645066311317
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.012383320056777017,0.46315493272960706
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,0.014260249617124498,0.6136598206948114
unsw_dos__m2_centroid__ms42__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,-0.2041007945676646,0.40069443347307027
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.20631421135960734,0.45090773069316636
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.13539761104399606,0.4379075888720232
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.09840986923908403,0.6655096400210315
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.16914489441188607,0.4893287683041585
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.1725221635182798,0.49645855863987853
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.3530349954555229,0.4981705622824414
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.07580092883239266,0.6289225580350993
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs7,svc,unsw_dos,40,0.10884864839656352,0.461480735184741
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs999,gpc,unsw_dos,40,0.012570356472795498,0.5544090056285179
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800__qs999,svc,unsw_dos,40,0.1819034665915957,0.42075144283821914
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs123,gpc,unsw_dos,40,0.378254139916098,0.8948825001636058
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs123,svc,unsw_dos,40,0.1528770581493554,0.8473622540007656
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs2024,gpc,unsw_dos,40,0.32692128535657533,0.8582152915818707
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs2024,svc,unsw_dos,40,0.24968332847406338,0.8177340126461716
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs42,gpc,unsw_dos,40,0.11032412414219525,0.6934659231795128
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs42,svc,unsw_dos,40,-0.16720619969178294,0.2980879668923845
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs7,gpc,unsw_dos,40,0.46329221268473897,0.894778823891121
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs7,svc,unsw_dos,40,0.4243561518779008,0.8798611524012723
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs999,gpc,unsw_dos,40,0.3230769230769231,0.7853658536585367
unsw_dos__m2_centroid__ms999__q1000_id500_ood500__qs999,svc,unsw_dos,40,0.37483581069045463,0.6221617673813278
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs123,gpc,unsw_dos,40,0.11643289508743643,0.650748235557179
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs123,svc,unsw_dos,40,0.14152236266376383,0.6216841677731365
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,gpc,unsw_dos,40,-0.030772117594847603,0.6081245922250066
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs2024,svc,unsw_dos,40,-0.020075988576896072,0.5898963372501052
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs42,gpc,unsw_dos,40,0.16250703982875278,0.6763933314812234
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs42,svc,unsw_dos,40,0.09748088476699955,0.32950227844244695
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs7,gpc,unsw_dos,40,0.1187124708261524,0.7635135673055935
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs7,svc,unsw_dos,40,0.06527051477727973,0.7097111944919466
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs999,gpc,unsw_dos,40,-0.01801294688478884,0.5307252110794295
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000__qs999,svc,unsw_dos,40,0.1860247091912766,0.3951382571620961
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs123,gpc,unsw_dos,40,0.18780487804878052,0.4690431519699813
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs123,svc,unsw_dos,40,0.14160296098215824,0.4460305468602465
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,gpc,unsw_dos,40,0.08593676742951342,0.5695656277997554
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs2024,svc,unsw_dos,40,0.25442093934832777,0.46437450212913817
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs42,gpc,unsw_dos,40,0.2088180112570357,0.6377110694183865
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs42,svc,unsw_dos,40,0.2135184579486704,0.5291993063657511
unsw_dos__m2_centroid__ms999__q4000_id1800_ood1800__qs7,gpc,unsw_dos,40,0.2043151969981239,0.6403377110694185
