setting,qs,seed,fam,sel_c,sel_kernel,p1c_ood,p1c_id
m1_hist_byteent__ms999__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r2_full,0.7259405495634309,0.8084805328402
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,classical_ext,10.0,laplacian_med,0.735104321788282,0.7888637965276443
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r2_full,0.7188315639461338,0.7914504452559421
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,classical_ext,10.0,laplacian_med,0.735104321788282,0.7888637965276443
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r2_full,0.7188315639461338,0.7914504452559421
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,classical_ext,10.0,laplacian_med,0.735104321788282,0.7888637965276443
m1_hist_byteent__ms999__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r2_full,0.7188315639461338,0.7914504452559421
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,123,classical_ext,10.0,laplacian_med,0.7553647725272439,0.7891989198919892
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r2_full,0.7509601382599094,0.7874987498749875
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,42,classical_ext,10.0,laplacian_med,0.7553647725272439,0.7891989198919892
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r2_full,0.7509601382599094,0.7874987498749875
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,999,classical_ext,10.0,laplacian_med,0.7553647725272439,0.7891989198919892
m1_hist_byteent__ms999__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r2_full,0.7509601382599094,0.7874987498749875
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,123,classical_ext,10.0,laplacian_med,0.7397465072503904,0.7979476178278688
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.7574580890114344,0.7884861680327868
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,42,classical_ext,10.0,laplacian_med,0.7397465072503904,0.7979476178278688
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.7574580890114344,0.7884861680327868
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,999,classical_ext,10.0,laplacian_med,0.7397465072503904,0.7979476178278688
m1_hist_byteent__ms999__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.7574580890114344,0.7884861680327868
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123,classical_ext,10.0,laplacian_med,0.7881430584918957,0.8055198716178631
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r1_full,0.7781888653981677,0.8071146434874479
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42,classical_ext,10.0,laplacian_med,0.7881430584918957,0.8055198716178631
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r1_full,0.7781888653981677,0.8071146434874479
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999,classical_ext,10.0,laplacian_med,0.7881430584918957,0.8055198716178631
m1_hist_byteent__ms999__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r1_full,0.7781888653981677,0.8071146434874479
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.7428085685141108,0.8160102031862712
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.7497480757936386,0.8005466169195423
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.7428085685141108,0.8160102031862712
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.7497480757936386,0.8005466169195423
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.7428085685141108,0.8165484163186716
m1_hist_byteent__ms999__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.7497480757936386,0.8005466169195423
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.7385945945945946,0.8111084087758134
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.7472277992277991,0.7994201227408924
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.7385945945945946,0.8111084087758134
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.7472277992277991,0.7994201227408924
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.7396756756756757,0.8116633477325281
m1_hist_byteent__ms999__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.7472277992277991,0.7994201227408924
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.7425599555541837,0.8154185043808468
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.7444982869841661,0.8034354542038329
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.7425599555541837,0.8148424675144874
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.7444982869841661,0.8034354542038329
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.7425599555541837,0.8154185043808468
m1_hist_byteent__ms999__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.7444982869841661,0.8034354542038329
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,123,classical_ext,10.0,laplacian_med,0.7334630999800897,0.811310879567551
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.7459657124201273,0.794769631184971
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,42,classical_ext,10.0,laplacian_med,0.7334630999800897,0.8118490926999514
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.7459657124201273,0.794769631184971
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,999,classical_ext,10.0,laplacian_med,0.7334630999800897,0.8118490926999514
m1_hist_byteent__ms999__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.7459657124201273,0.794769631184971
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.7263844352057529,0.8315209657601117
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r2_full,0.7536718448064463,0.8132824187559008
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.7258220055094651,0.8315209657601117
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r2_full,0.7536718448064463,0.8132824187559008
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.7263844352057529,0.8315209657601117
m1_hist_byteent__ms999__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r2_full,0.7536718448064463,0.8132824187559008
m2_hist_byteent__ms123__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.7433507870170214,0.7995276915113871
m2_hist_byteent__ms123__q1000_id500_ood500,123,123,quantum,1.0,zz_r1_full,0.7659124753806985,0.7865553830227743
m2_hist_byteent__ms123__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.7412931738482971,0.7995276915113871
m2_hist_byteent__ms123__q1000_id500_ood500,123,42,quantum,1.0,zz_r1_full,0.7659124753806985,0.7865553830227743
m2_hist_byteent__ms123__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.7433507870170214,0.7995276915113871
m2_hist_byteent__ms123__q1000_id500_ood500,123,999,quantum,1.0,zz_r1_full,0.7659124753806985,0.7865553830227743
m2_hist_byteent__ms123__q1000_id500_ood500,2024,123,classical_ext,100.0,laplacian_med,0.7751138623388287,0.8096813470257453
m2_hist_byteent__ms123__q1000_id500_ood500,2024,123,quantum,1.0,zz_r2_full,0.7519885816922189,0.7702943014146334
m2_hist_byteent__ms123__q1000_id500_ood500,2024,42,classical_ext,100.0,laplacian_med,0.7751138623388287,0.8096813470257453
m2_hist_byteent__ms123__q1000_id500_ood500,2024,42,quantum,1.0,zz_r2_full,0.7519885816922189,0.7702943014146334
m2_hist_byteent__ms123__q1000_id500_ood500,2024,999,classical_ext,100.0,laplacian_med,0.7751138623388287,0.8096813470257453
m2_hist_byteent__ms123__q1000_id500_ood500,2024,999,quantum,1.0,zz_r2_full,0.7519885816922189,0.7702943014146334
m2_hist_byteent__ms123__q1000_id500_ood500,42,123,classical_ext,100.0,matern15_med,0.7598296618852459,0.8025177782048818
m2_hist_byteent__ms123__q1000_id500_ood500,42,123,quantum,1.0,zz_r2_full,0.7461898053278688,0.7791338330450381
m2_hist_byteent__ms123__q1000_id500_ood500,42,42,classical_ext,100.0,matern15_med,0.7598296618852459,0.8025177782048818
m2_hist_byteent__ms123__q1000_id500_ood500,42,42,quantum,1.0,zz_r2_full,0.7461898053278688,0.7791338330450381
m2_hist_byteent__ms123__q1000_id500_ood500,42,999,classical_ext,100.0,matern15_med,0.7598296618852459,0.8025177782048818
m2_hist_byteent__ms123__q1000_id500_ood500,42,999,quantum,1.0,zz_r2_full,0.7461898053278688,0.7791338330450381
m2_hist_byteent__ms123__q1000_id500_ood500,7,123,classical_ext,100.0,laplacian_med,0.7302731593349443,0.8175567122935544
m2_hist_byteent__ms123__q1000_id500_ood500,7,123,quantum,1.0,zz_r1_full,0.7522523243347041,0.79533770323244
m2_hist_byteent__ms123__q1000_id500_ood500,7,42,classical_ext,100.0,laplacian_med,0.7302731593349443,0.8175567122935544
m2_hist_byteent__ms123__q1000_id500_ood500,7,42,quantum,1.0,zz_r1_full,0.7522523243347041,0.79533770323244
m2_hist_byteent__ms123__q1000_id500_ood500,7,999,classical_ext,100.0,laplacian_med,0.7302731593349443,0.8175567122935544
m2_hist_byteent__ms123__q1000_id500_ood500,7,999,quantum,1.0,zz_r1_full,0.7522523243347041,0.79533770323244
m2_hist_byteent__ms123__q1000_id500_ood500,999,123,classical_ext,100.0,matern15_med,0.7925335407349796,0.8095707034314903
m2_hist_byteent__ms123__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.8014939399831487,0.7962882900193752
m2_hist_byteent__ms123__q1000_id500_ood500,999,42,classical_ext,100.0,matern15_med,0.7925335407349796,0.8095707034314903
m2_hist_byteent__ms123__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.8014939399831487,0.7962882900193752
m2_hist_byteent__ms123__q1000_id500_ood500,999,999,classical_ext,100.0,matern15_med,0.7925335407349796,0.8095707034314903
m2_hist_byteent__ms123__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.8014939399831487,0.7962882900193752
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.7859687981510015,0.8267041360426575
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r2_full,0.802163585002568,0.8062400922323101
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.7859687981510015,0.8267041360426575
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r2_full,0.802163585002568,0.8062400922323101
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.7859687981510015,0.8267041360426575
m2_hist_byteent__ms123__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r2_full,0.802163585002568,0.8062400922323101
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,classical_ext,10.0,laplacian_med,0.7925093273126131,0.8040601503759398
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r2_full,0.788245984852124,0.8006015037593985
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,classical_ext,10.0,laplacian_med,0.7925093273126131,0.8040601503759398
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r2_full,0.788245984852124,0.8006015037593985
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,classical_ext,10.0,laplacian_med,0.7925093273126131,0.8040601503759398
m2_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r2_full,0.788245984852124,0.8006015037593985
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.7664943751900274,0.8074930745704632
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.7731953401289786,0.7828937887303646
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.7664943751900274,0.8074930745704632
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.7731953401289786,0.7828937887303646
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.7664943751900274,0.8074930745704632
m2_hist_byteent__ms123__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.7731953401289786,0.7828937887303646
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.7542171866157754,0.8109355995134755
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.7600187029166114,0.7962998527623071
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.7542171866157754,0.8109355995134755
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.7600187029166114,0.7962998527623071
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.7542171866157754,0.8109355995134755
m2_hist_byteent__ms123__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.7600187029166114,0.7962998527623071
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123,classical_ext,10.0,laplacian_med,0.792491511307579,0.8090492361969448
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r2_full,0.775762380677814,0.7950451801807208
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42,classical_ext,10.0,laplacian_med,0.792491511307579,0.8090492361969448
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r2_full,0.775762380677814,0.7950451801807208
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999,classical_ext,10.0,laplacian_med,0.792491511307579,0.8090492361969448
m2_hist_byteent__ms123__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r2_full,0.775762380677814,0.7950451801807208
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.80807703007635,0.8263751581777918
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r2_full,0.7968779944978517,0.79045891331857
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.80807703007635,0.8258363650743435
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r2_full,0.7968779944978517,0.79045891331857
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.80807703007635,0.8263751581777918
m2_hist_byteent__ms123__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r2_full,0.7968779944978517,0.79045891331857
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.7991814671814672,0.8318674080125168
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.782980694980695,0.7977097208336063
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.7991814671814672,0.8324056211449171
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.7824092664092664,0.7977097208336063
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.7991814671814672,0.8324056211449171
m2_hist_byteent__ms123__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.782980694980695,0.7977097208336063
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.8206024877311029,0.8301050947235338
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.7966727368128645,0.7845064301376898
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.8206024877311029,0.8301050947235338
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.7966727368128645,0.7845064301376898
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.8200438285132257,0.8301050947235338
m2_hist_byteent__ms123__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.7966727368128645,0.7845064301376898
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.8031679468138124,0.8321156617223067
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.7914438105885132,0.7924819633550197
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.8031679468138124,0.8321156617223067
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.7914438105885132,0.7924819633550197
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.8014755803326857,0.8326780914185947
m2_hist_byteent__ms123__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.7898732549209714,0.7923053937686988
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.8147889993443465,0.846172341311547
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r2_full,0.8027551029227823,0.7995969580995063
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.8153514290406345,0.8450569116976343
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r2_full,0.8027551029227823,0.7995969580995063
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.8147889993443465,0.846172341311547
m2_hist_byteent__ms123__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r2_full,0.8027551029227823,0.7995969580995063
m2_hist_byteent__ms42__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.7705481097180189,0.8200451207219315
m2_hist_byteent__ms42__q1000_id500_ood500,123,123,quantum,1.0,zz_r2_full,0.7669933227650478,0.7939567033072529
m2_hist_byteent__ms42__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.7705481097180189,0.8200451207219315
m2_hist_byteent__ms42__q1000_id500_ood500,123,42,quantum,1.0,zz_r2_full,0.7669933227650478,0.7939567033072529
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.7705481097180189,0.8200451207219315
m2_hist_byteent__ms42__q1000_id500_ood500,123,999,quantum,1.0,zz_r2_full,0.7669933227650478,0.7939567033072529
m2_hist_byteent__ms42__q1000_id500_ood500,2024,123,classical_ext,100.0,laplacian_med,0.7825550067355186,0.7807377049180328
m2_hist_byteent__ms42__q1000_id500_ood500,2024,123,quantum,1.0,zz_r2_full,0.7468407210212329,0.7486232069672132
m2_hist_byteent__ms42__q1000_id500_ood500,2024,42,classical_ext,100.0,laplacian_med,0.7806466097889537,0.7807377049180328
m2_hist_byteent__ms42__q1000_id500_ood500,2024,42,quantum,1.0,zz_r2_full,0.7468407210212329,0.7486232069672132
m2_hist_byteent__ms42__q1000_id500_ood500,2024,999,classical_ext,100.0,laplacian_med,0.7806466097889537,0.7807377049180328
m2_hist_byteent__ms42__q1000_id500_ood500,2024,999,quantum,1.0,zz_r2_full,0.7468407210212329,0.7486232069672132
m2_hist_byteent__ms42__q1000_id500_ood500,42,123,classical_ext,100.0,laplacian_med,0.7430840163934427,0.8116283166002145
m2_hist_byteent__ms42__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.7481429303278688,0.8014123072488831
m2_hist_byteent__ms42__q1000_id500_ood500,42,42,classical_ext,100.0,laplacian_med,0.7430840163934427,0.8116283166002145
m2_hist_byteent__ms42__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.7481429303278688,0.8014123072488831
m2_hist_byteent__ms42__q1000_id500_ood500,42,999,classical_ext,100.0,laplacian_med,0.7430840163934427,0.8116283166002145
m2_hist_byteent__ms42__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.7501921106557377,0.8014123072488831
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,classical_ext,10.0,laplacian_med,0.7615096573906643,0.8096574507665661
m2_hist_byteent__ms42__q1000_id500_ood500,7,123,quantum,1.0,zz_r1_full,0.7877774399513531,0.8041247033164411
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,classical_ext,10.0,laplacian_med,0.7615096573906643,0.8096574507665661
m2_hist_byteent__ms42__q1000_id500_ood500,7,42,quantum,1.0,zz_r1_full,0.7877774399513531,0.8041247033164411
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,classical_ext,10.0,laplacian_med,0.7615096573906643,0.8096574507665661
m2_hist_byteent__ms42__q1000_id500_ood500,7,999,quantum,1.0,zz_r1_full,0.7877774399513531,0.8041247033164411
m2_hist_byteent__ms42__q1000_id500_ood500,999,123,classical_ext,100.0,rbf_gscale,0.7408289584548577,0.7954429083461342
