setting,qs,seed,fam,sel_c,sel_kernel,p1c_ood,p1c_id
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.9645745932401526,0.996660390752801
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r1_full,0.9585860894778492,0.993910305873638
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9645745932401526,0.996660390752801
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r1_full,0.9585860894778492,0.993910305873638
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.966868722885838,0.996116278294496
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r1_full,0.9613047483211504,0.992760387149826
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.966868722885838,0.996116278294496
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r1_full,0.9613047483211504,0.992760387149826
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.966868722885838,0.996116278294496
toniot_scanning__m2_centroid__ms123__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r1_full,0.9613047483211504,0.992760387149826
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.9493721570888588,0.986342299620308
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,123,quantum,1.0,zz_r1_full,0.9407233006598756,0.9819045482945898
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.9493721570888588,0.986342299620308
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,42,quantum,1.0,zz_r1_full,0.9407233006598756,0.9819045482945898
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.9493721570888588,0.986342299620308
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,123,999,quantum,1.0,zz_r1_full,0.9407233006598756,0.9819045482945898
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,classical_ext,100.0,laplacian_med,0.945344518442623,0.9955156950672646
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,123,quantum,1.0,zz_r2_full,0.953733350409836,0.9959527933820076
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,classical_ext,100.0,laplacian_med,0.945344518442623,0.9955156950672646
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,42,quantum,1.0,zz_r2_full,0.953733350409836,0.9959527933820076
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,classical_ext,100.0,laplacian_med,0.945344518442623,0.9955156950672646
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,2024,999,quantum,1.0,zz_r2_full,0.953733350409836,0.9959527933820076
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,classical_ext,100.0,laplacian_med,0.9662153511298892,0.9936974789915968
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.9563088150566544,0.9881647315414716
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,classical_ext,100.0,laplacian_med,0.9662153511298892,0.9936974789915968
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.9563088150566544,0.9881647315414716
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,classical_ext,100.0,laplacian_med,0.9662153511298892,0.9936974789915968
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.9563088150566544,0.9881647315414716
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,classical_ext,100.0,laplacian_med,0.9565234845443598,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,123,quantum,1.0,zz_r1_full,0.9494580489763148,0.998015873015873
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,classical_ext,100.0,laplacian_med,0.9565234845443598,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,42,quantum,1.0,zz_r1_full,0.9494580489763148,0.998015873015873
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,classical_ext,100.0,laplacian_med,0.9565234845443598,1.0
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,7,999,quantum,1.0,zz_r1_full,0.9494580489763148,0.998015873015873
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.9355279004415896,0.9879678074849196
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,123,quantum,1.0,zz_r2_full,0.9248494580489764,0.987999807996928
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.9355279004415896,0.9879678074849196
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,42,quantum,1.0,zz_r2_full,0.9248494580489764,0.987999807996928
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.9355279004415896,0.9879678074849196
toniot_scanning__m2_centroid__ms42__q1000_id500_ood500,999,999,quantum,1.0,zz_r2_full,0.9248494580489764,0.987999807996928
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.9592650204160996,0.993801652892562
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r2_full,0.9529700563873226,0.9909587417515536
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.9592650204160996,0.993801652892562
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r2_full,0.9529700563873226,0.9909587417515536
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.9592650204160996,0.993801652892562
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r2_full,0.9529700563873226,0.9909587417515536
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.958754885832198,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r2_full,0.9601978989405776,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.958754885832198,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r2_full,0.9601978989405776,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,classical_ext,100.0,laplacian_med,0.958754885832198,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r2_full,0.9601978989405776,0.9959087830933768
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.9550505050505051,0.9929899719598878
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.9507070707070706,0.98999995999984
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.9550505050505051,0.9929899719598878
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.9507070707070706,0.98999995999984
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.9550505050505051,0.9929899719598878
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.9507070707070706,0.98999995999984
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.957768068362864,0.9919028340080972
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.945863306458102,0.9869861260021444
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.957768068362864,0.9919028340080972
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.945863306458102,0.9869861260021444
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.957768068362864,0.9919028340080972
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.945863306458102,0.9869861260021444
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,classical_ext,100.0,laplacian_med,0.9557306653680996,0.9935671594206408
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r2_full,0.9535614679711364,0.9979821704581684
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,classical_ext,100.0,laplacian_med,0.9557306653680996,0.9935671594206408
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r2_full,0.9535614679711364,0.9979821704581684
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,classical_ext,100.0,laplacian_med,0.9557306653680996,0.9935671594206408
toniot_scanning__m2_centroid__ms42__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r2_full,0.9535614679711364,0.9979821704581684
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9748807902962248,0.995009114757014
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r2_full,0.9660260087141704,0.9899293050553556
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9748807902962248,0.995009114757014
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r2_full,0.9660260087141704,0.9899293050553556
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9748807902962248,0.995009114757014
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r2_full,0.9660260087141704,0.9899293050553556
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.9615645728877956,0.9972312236953902
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.9566783968110616,0.9932324290146022
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.9615645728877956,0.9972312236953902
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.9566783968110616,0.9932324290146022
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.9615645728877956,0.9972312236953902
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.9566783968110616,0.9932324290146022
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.9630395089110686,0.993939663347558
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.9560215523518276,0.9899982219061167
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.9630395089110686,0.993939663347558
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.9560215523518276,0.9899982219061167
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.9630395089110686,0.993939663347558
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.9560215523518276,0.9899982219061167
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.9599814049355334,0.9966552210776634
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.9571361360352186,0.9911546710226578
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.9599814049355334,0.9966552210776634
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.9571361360352186,0.9911546710226578
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9599814049355334,0.9966552210776634
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.9571361360352186,0.9911546710226578
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.973294026053883,0.9955406526548672
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r2_full,0.9677153015734484,0.9950023704171934
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.973294026053883,0.9955406526548672
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r2_full,0.9677153015734484,0.9950023704171934
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.973294026053883,0.9955406526548672
toniot_scanning__m2_centroid__ms42__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r2_full,0.9677153015734484,0.9950023704171934
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,123,classical_ext,10.0,laplacian_med,0.9617847138855542,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,123,quantum,1.0,zz_r1_full,0.9577030812324928,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,42,classical_ext,10.0,laplacian_med,0.9617847138855542,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,42,quantum,1.0,zz_r1_full,0.9577030812324928,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,999,classical_ext,10.0,laplacian_med,0.9617847138855542,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,123,999,quantum,1.0,zz_r1_full,0.9577030812324928,0.996138996138996
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,123,classical_ext,10.0,laplacian_med,0.9521157416298572,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,123,quantum,1.0,zz_r1_full,0.953892196402279,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,42,classical_ext,10.0,laplacian_med,0.9521157416298572,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,42,quantum,1.0,zz_r1_full,0.953892196402279,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,999,classical_ext,10.0,laplacian_med,0.9521157416298572,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,2024,999,quantum,1.0,zz_r1_full,0.953892196402279,1.0
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,classical_ext,100.0,laplacian_med,0.9477306190384738,0.9958677685950412
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.9596696754369118,0.9979338842975208
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,classical_ext,100.0,laplacian_med,0.9477306190384738,0.9958677685950412
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.9596696754369118,0.9979338842975208
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,classical_ext,100.0,laplacian_med,0.9477306190384738,0.9958677685950412
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.9596696754369118,0.9979338842975208
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,classical_ext,10.0,laplacian_med,0.957875457875458,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,123,quantum,1.0,zz_r1_full,0.954533770323244,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,classical_ext,10.0,laplacian_med,0.957875457875458,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,42,quantum,1.0,zz_r1_full,0.954533770323244,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,classical_ext,10.0,laplacian_med,0.957875457875458,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,7,999,quantum,1.0,zz_r1_full,0.954533770323244,0.984
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.9616868399479191,0.9980237154150198
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.9557955988490782,0.9979757085020242
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.9616868399479191,0.9980237154150198
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.9557955988490782,0.9979757085020242
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.9616868399479191,0.9980237154150198
toniot_scanning__m2_centroid__ms999__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.9557955988490782,0.9979757085020242
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.9623856395107168,0.9937759336099584
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r1_full,0.9666452776735232,0.9889496787837038
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.9623856395107168,0.9937759336099584
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.9666452776735232,0.9889496787837038
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.9623856395107168,0.9937759336099584
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.9666452776735232,0.9889496787837038
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.962254259501966,0.9918269230769232
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r2_full,0.9646335316060086,0.9919070512820514
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.962254259501966,0.9918269230769232
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r2_full,0.9646335316060086,0.9919070512820514
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,999,classical_ext,100.0,laplacian_med,0.962254259501966,0.9918269230769232
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r2_full,0.9646335316060086,0.9919070512820514
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.951058669975346,0.9900793650793652
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.9512278638070224,0.9860311059907834
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.951058669975346,0.9900793650793652
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.9512278638070224,0.9860311059907834
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.951058669975346,0.9900793650793652
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.9512278638070224,0.9860311059907834
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.9630330648920608,0.993991903870462
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r1_full,0.9581946922569964,0.9929958879342068
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.9630330648920608,0.993991903870462
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r1_full,0.9581946922569964,0.9929958879342068
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.9630330648920608,0.993991903870462
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r1_full,0.9581946922569964,0.9929958879342068
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,123,classical_ext,100.0,laplacian_med,0.9670485378353936,0.9930303030303028
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r1_full,0.9571902321374736,0.9893939393939394
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,42,classical_ext,100.0,laplacian_med,0.9670485378353936,0.9930303030303028
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r1_full,0.9571902321374736,0.9893939393939394
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,999,classical_ext,100.0,laplacian_med,0.9670485378353936,0.9930303030303028
toniot_scanning__m2_centroid__ms999__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r1_full,0.9571902321374736,0.9893939393939394
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9695467641500666,0.9955995599559956
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.968908578332662,0.992793723816826
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9695467641500666,0.9955995599559956
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.968908578332662,0.992793723816826
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9695467641500666,0.9955995599559956
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.968908578332662,0.992793723816826
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.974535527016866,0.9961188139352238
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.9705642892355804,0.9933317197741676
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.974535527016866,0.9961188139352238
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.9705642892355804,0.9933317197741676
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.974535527016866,0.9961188139352238
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.9705642892355804,0.9933317197741676
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,123,classical_ext,1.0,laplacian_med,0.96695746757636,0.9938900932844112
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r1_full,0.9659075828590352,0.9900098272090232
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,42,classical_ext,1.0,laplacian_med,0.9663615200197452,0.9938900932844112
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r1_full,0.9659075828590352,0.9900098272090232
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,999,classical_ext,1.0,laplacian_med,0.9567215566819922,0.9938900932844112
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r1_full,0.9659075828590352,0.9900098272090232
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.9733964742585046,0.996080627099664
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.96831012195304,0.9944527508454216
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.9733964742585046,0.996080627099664
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.96831012195304,0.9944527508454216
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9733964742585046,0.996080627099664
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.96831012195304,0.9944527508454216
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.972390718423743,0.997238612750164
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r1_full,0.9601691502215064,0.9899767754553233
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.9729824344000744,0.997238612750164
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r1_full,0.9601691502215064,0.9899767754553233
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.972390718423743,0.997238612750164
toniot_scanning__m2_centroid__ms999__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r1_full,0.9601691502215064,0.9899767754553233
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.9806889017415332,0.9900934639267652
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,123,quantum,1.0,zz_r1_full,0.9938467964783756,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.9806889017415332,0.9900934639267652
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,42,quantum,1.0,zz_r1_full,0.9938467964783756,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.9806889017415332,0.9900934639267652
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,123,999,quantum,1.0,zz_r1_full,0.9938467964783756,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,123,classical_ext,100.0,laplacian_med,0.9958847736625516,0.9941634241245136
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,123,quantum,1.0,zz_r2_full,0.9783750460360924,0.9921058109557894
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,42,classical_ext,100.0,laplacian_med,0.9958847736625516,0.9941634241245136
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,42,quantum,1.0,zz_r2_full,0.9783750460360924,0.9921058109557894
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,999,classical_ext,100.0,laplacian_med,0.9958847736625516,0.9941634241245136
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,2024,999,quantum,1.0,zz_r2_full,0.9783750460360924,0.9921058109557894
